Rank,Symbol,Company Name,"Average market capitalisation from July  01, 2024 to December 31, 2024 (Rs. In lakhs)"
2382,KHANDSE,KHANDWALA SECURITIES LIMITED,4546.4328988373
2383,TGBHOTELS,TGB BANQUETS AND HOTELS LIMITED,4532.604993015872
2384,MASKINVEST,MASK INVESTMENTS LIMITED,4531.343462149533
2385,TECILCHEM,TECIL CHEMICALS AND HYDRO POWER LIMITED,4529.284087777778
2386,ATLASCYCLE,ATLAS CYCLES (HARYANA) LIMITED,4520.600999166667
2387,GATECH,GACM TECHNOLOGIES LIMITED,4459.720487619048
2388,NIDAN,NIDAN LABORATORIES AND HEALTHCARE LIMITED,4450.206349206349
2389,BIRDYS,GRILL SPLENDOUR SERVICES LIMITED,4430.132121428572
2390,ARSSINFRA,ARSS INFRASTRUCTURE PROJECTS LIMITED,4427.190256230159
2391,KRIDHANINF,KRIDHAN INFRA LIMITED,4401.666634750001
2392,KHAITANLTD,KHAITAN (INDIA) LIMITED,4390.274206349207
2393,YCCL,YASONS CHEMEX CARE LIMITED,4332.197982857143
